playerId,Name,Sex,Equipment,Age,BodyweightKg,BestSquatKg,BestDeadliftKg,BestBenchKg
25455,Shannon Leo,F,Wraps,18.5,55.57,92.99,113.4,68.04
22510,Emily Qualey,F,Raw,20.0,62.69,85,100.0,42.5
19736,Cédric Letellier,M,Raw,21.5,72.98,220,220.0,145.0
26110,Zachary Eannarino,M,Raw,17.5,59.4,92.5,115.0,60.0
17086,Kevin Huynh,M,Raw,21.0,67.0,175,227.5,117.5
4171,Jennifer Spafford,F,Raw,33.0,64.6,107.5,140.0,65.0
3484,Matthew Reep,M,Raw,38.0,73.66,205,250.0,145.0
19804,Michael Wiegers,M,Raw,32.0,107.32,217.5,272.5,142.5
12304,Anthony Zeccola,M,Raw,21.5,71.9,145,192.5,92.5
25592,Ian Connors,M,Wraps,30.0,71.4,122.5,147.5,95.0
23682,Michael Richards,M,Raw,24.0,97.9,187.5,195.0,127.5
10167,Abbi Stafslien-Dumale,F,Raw,16.5,86.9,157.5,167.5,77.5
21898,Brigot Pugh,F,Raw,40.5,56.15,120,180.0,65.0
1710,Catalina Pacce,F,Raw,19.5,62.5,100,130.0,60.0
15518,William Morgan,M,Wraps,40.0,122.92,233.6,254.01,215.46
13109,Christian Wright,M,Raw,32.0,105.7,202.5,237.5,137.5
6388,Neil Shah,M,Raw,21.0,80.1,150,202.5,92.5
10177,Susan Hollands,F,Single-ply,65.5,86.42,180,170.0,92.5
25549,Felicia Rojas,F,Wraps,41.0,81.3,155,147.5,77.5
17818,Quentin Gilbert,M,Raw,31.5,92.85,287.5,302.5,195.0
8609,Justin Jackson,M,Wraps,32.0,107.2,370,350.0,215.0
14860,Daria Vakhrameeva,F,Single-ply,16.5,56.92,160,140.0,122.5
23045,Dwight Jolly,M,Raw,33.5,81.05,185,190.0,102.5
3167,Cristina Ciraudo,F,Raw,55.5,56.5,100,127.5,57.5
17890,Addison Didcoct,F,Raw,21.0,59.8,80,92.5,42.5
26786,Amy Welcome,F,Raw,25.5,68.6,115,157.5,65.0
12783,Nicole Fiasco,F,Raw,29.0,80.5,120,147.5,67.5
8909,Michael Bozeman,M,Raw,28.0,93.0,182.5,227.5,137.5
15672,Tessia De Mattos,F,Wraps,20.0,54.88,90.72,106.59,47.63
28394,Jaclyn Heath,F,Wraps,29.0,82.5,136.08,161.03,68.04
16347,Hannah Newell,F,Raw,29.0,67.31,102.5,142.5,70.0
17137,Alexandra Murphy-Jelley,F,Raw,20.5,91.05,102.5,132.5,75.0
23264,Brandon Senn,M,Wraps,23.0,89.9,237.5,255.0,137.5
27224,Kelly Starbuck,F,Raw,34.0,54.5,92.5,122.5,42.5
27265,William Glascott,M,Raw,18.5,92.4,172.5,212.5,97.5
25845,Andrey Konovalov,M,Single-ply,26.5,160.52,465,357.5,355.0
22152,Dale Thomas,M,Wraps,55.0,134.94,145.15,149.69,106.59
7849,Vadym Hutnyk,M,Raw,17.5,58.92,152.5,182.5,105.5
3750,Mathew Garza,M,Raw,14.0,77.0,120,167.5,72.5
11856,Nathan Yelton,M,Wraps,25.0,108.6,280,260.0,170.0
25770,Mason Weidig,M,Raw,24.5,116.4,147.5,215.0,127.5
11946,Victor Madarang,M,Raw,23.0,67.2,200,247.5,120.0
9283,Mark Hodgett,M,Raw,35.5,82.09,220,280.0,147.5
20883,Jaimee Hartnett,F,Raw,35.0,68.76,100,125.0,65.0
25820,Tess Whelan,F,Raw,20.5,61.6,90,100.0,50.0
19931,Raeann Reeder,F,Raw,39.0,83.5,110,140.0,57.5
25834,Ugo Masarotti,M,Raw,,119.06,270,275.0,165.0
13851,Yvy Llambes,F,Raw,33.5,67.9,155,160.0,77.5
14214,Tim Hadden,M,Raw,43.0,139.6,240,275.0,175.0
17117,Chance Rennie,M,Raw,39.0,86.2,195,187.5,135.0
28740,Charles Gonzales,M,Raw,29.0,105.9,205,252.5,142.5
7305,Josh Moore,M,Raw,24.0,73.9,207.5,237.5,165.0
3748,Mike Tronske,M,Single-ply,47.0,107.68,305,320.0,227.5
26972,Becky Rich,F,Raw,31.0,55.84,142.5,152.5,105.0
7088,Spencer Flanagan,M,Wraps,23.0,123.5,240,280.0,145.0
20871,Michael Hooker,M,Raw,43.0,96.43,125,160.0,97.5
17802,Jaime Ortiz,M,Raw,36.0,153.7,292.5,320.0,232.5
28325,Sergey Pustovalov,M,Raw,74.5,64.4,117.5,150.0,57.5
23334,Keith Garvis,M,Wraps,64.0,98.7,182.5,185.0,115.0
17012,Allie Hueter,F,Raw,31.5,98.0,115,125.0,65.0
20311,Dane Roach,M,Raw,25.5,81.2,175,227.5,127.5
8646,Joe Trent,M,Multi-ply,32.0,109.0,355,282.5,210.0
20732,Calvin King,M,Wraps,20.0,100.5,210,250.0,150.0
14826,Mike Misorski,M,Single-ply,17.5,110.0,227.5,207.5,102.5
13107,Zee Helmick,F,Raw,49.0,85.1,70,122.5,47.5
7461,Mark Glusica,M,Wraps,27.0,151.5,230,320.0,192.5
3652,Rakan El Mourad,M,Raw,18.5,73.3,192.5,242.5,145.0
16827,Tapani Puhakka,M,Raw,72.5,90.22,87.5,180.0,90.0
12690,Taire Teabuge,M,Raw,64.5,64.6,110,120.0,65.0
29004,Esteri Hakamaki,F,Raw,18.5,71.86,100,137.5,70.0
26961,Ashley Walker,F,Raw,24.0,71.67,115,135.0,82.5
3156,Matt Olsen,M,Single-ply,25.0,162.1,385,290.0,245.0
21381,Jimmy Brooks,M,Wraps,20.0,117.3,264.99,244.99,147.51
19775,Richard Wilcox,M,Raw,49.5,119.05,272.5,295.0,180.0
2083,Mikayla Johnson,F,Wraps,18.0,86.0,125,147.5,67.5
16119,Jaimie Clarke,M,Raw,31.5,57.85,85,160.0,97.5
10029,Samantha Kroll,F,Single-ply,17.5,60.15,162.5,150.0,102.5
17703,Joel Hudson,M,Raw,36.5,82.9,202.5,220.0,112.5
26841,Pat Stottlemyer,M,Raw,60.0,87.54,142.88,183.7,129.27
11344,Ryan Beatty,M,Raw,21.5,64.8,155,202.5,105.0
4697,Idelfonso Pardo,M,Single-ply,41.5,101.76,300,270.0,250.0
11134,Brook Anderson,F,Single-ply,40.0,66.8,147.5,145.0,102.5
1696,Jason Wilcoxon,M,Wraps,28.0,151.5,294.84,317.51,204.12
19400,Nojus Cypas,M,Single-ply,15.5,58.6,145,205.0,87.5
28892,Taylah Robinson,F,Raw,20.5,83.3,172.5,210.0,95.0
26064,Ashley Akehurst,F,Raw,29.5,61.7,125,187.5,67.5
23291,Ali Ben Hadj Ali,M,Raw,26.0,92.6,280,332.5,172.5
14340,Christian Oseguera,M,Raw,16.0,86.8,102.5,142.5,85.0
21909,Autumn Suchyta,F,Raw,19.5,46.2,55,90.0,35.0
12641,Jonathan Jazwinski,M,Wraps,35.0,87.8,207.5,227.5,150.0
10904,Ines Antunes,F,Wraps,18.0,65.6,115.5,130.0,50.0
22533,Marley Kennedy,F,Raw,25.0,70.76,75,95.0,45.0
6805,Dylan Palmer,M,Single-ply,16.5,54.4,135,155.0,70.0
10105,Suzanne Smith,F,Raw,38.5,60.18,117.5,142.5,62.5
16310,Zachary Perez,M,Single-ply,16.0,117.9,217.5,187.5,140.0
2136,Zack Azevedo,M,Raw,18.0,116.85,162.5,195.0,135.0
6636,Meghan Pellatt,F,Raw,28.0,61.5,132.5,172.5,75.0
10019,Haynes Crossley,M,Raw,20.5,83.3,187.5,227.5,132.5
15094,John Schiessl,M,Raw,50.0,79.8,185,207.5,120.0
24936,Derek Cusack,M,Raw,36.5,144.6,187.5,215.0,150.0
17681,Chris Olney,M,Wraps,35.0,94.8,215.46,244.94,158.76
25906,Gawain Johnstone,M,Wraps,31.0,179.3,415,372.5,212.5
15018,Courtney Scott,F,Raw,23.0,77.56,95,122.5,70.0
7133,Humberto Gonzalez Jr,M,Raw,32.0,88.18,182.5,237.5,160.0
7516,Tony Harvey,M,Raw,,96.74,235,260.0,140.0
24133,Brandon Rojo,M,Raw,22.5,80.57,182.5,230.0,152.5
1816,Ricco Bertoletti,M,Raw,17.0,107.2,262.5,265.0,167.5
12300,Saveliy Bokarev,M,Wraps,18.0,89.7,210,215.0,130.0
21076,Aleksandr Kozhevnikov,M,Wraps,24.0,108.5,250,240.0,190.0
9459,Judas Weber,M,Raw,43.0,99.4,280,303.0,185.0
20151,Vincent Vo,M,Raw,25.0,81.2,165,215.0,95.0
859,Mya Brown,F,Single-ply,18.5,46.2,127.5,125.0,52.5
20315,Sara Willin,F,Raw,31.0,73.4,105,147.5,57.5
16154,Kevin Freeman,M,Wraps,26.0,116.4,202.5,247.5,160.0
28586,William Brown,M,Wraps,24.0,102.9,252.5,227.5,170.0
24110,King Supa,M,Wraps,29.0,100.0,295,300.0,182.5
19980,Whitney Dunbar,F,Raw,27.0,71.4,87.5,125.0,55.0
9553,Tim Kaufman,M,Wraps,49.0,73.6,160,202.5,120.0
17107,Josh Lentz,M,Raw,27.0,89.8,287.5,302.5,230.0
8625,Caitlind Canacakos,F,Raw,26.5,71.1,110,150.0,85.0
26461,Rob Mayzer,M,Wraps,36.0,153.8,300,330.0,245.0
15210,Kelsy Wiggins,F,Raw,27.5,56.0,117.5,165.0,47.5
983,Erick Minor,M,Raw,45.5,81.2,172.5,225.0,120.0
6697,Přemek Skoták,M,Wraps,20.0,89.6,260,280.0,170.0
18535,Brad Davidson,M,Multi-ply,33.0,110.0,340.19,294.84,215.46
19745,Marc Villarreal,M,Raw,15.0,92.08,112.5,140.0,97.5
18479,Victoria Vargas,F,Raw,21.5,50.9,122.5,152.5,82.5
10582,Collin Beazley,M,Wraps,21.0,97.8,265,277.5,160.0
26541,Sarah Takacs,F,Raw,20.0,80.2,120,127.5,62.5
21469,Emily Smith,F,Single-ply,16.5,51.26,102.1,93.0,40.8
12346,Molly Sellins,F,Wraps,23.0,66.32,92.99,149.69,56.7
24725,Chris True,M,Raw,23.0,88.6,227.5,272.5,142.5
28345,Samantha Calhoun,F,Raw,26.5,61.81,160,212.5,102.5
4939,Benjamin Briggs,M,Single-ply,21.5,81.7,222.5,245.0,127.5
4820,Roy Taylor,M,Wraps,74.0,79.83,112.5,167.5,62.5
24200,Stephanie Mitchell,F,Raw,37.5,79.5,107.5,147.5,67.5
14699,Jeanne Watts,F,Single-ply,43.0,68.27,137.5,175.0,110.0
22149,Jennifer Jeffery,F,Raw,59.5,69.7,72.5,110.0,50.0
26868,Luke Starnes,M,Wraps,25.0,63.32,165.02,204.98,137.48
27496,Stacy Hayford,F,Raw,35.0,59.42,95,102.5,60.0
26661,Angelo Poulich,M,Single-ply,25.0,106.5,310,320.0,210.0
3036,Joseph Deloach,M,Raw,30.5,110.9,165,195.0,135.0
4729,Nico Bibergall,M,Wraps,18.0,79.7,187.5,210.0,110.0
25449,Nick Massa,M,Raw,18.0,89.9,215,252.5,160.0
3148,Luisa Vasquez Maria,F,Single-ply,30.5,46.42,185,155.0,100.0
18803,Melissa Erwin,F,Raw,35.5,61.08,130,172.5,82.5
20948,Joe Collins,M,Wraps,25.0,119.29,272.5,270.0,175.0
3814,Cody Wong,M,Raw,17.5,67.8,65,122.5,60.0
24733,Michael Newbern,M,Raw,41.5,108.2,167.5,185.0,112.5
22086,Brianna Temby,F,Raw,16.5,66.43,70,110.0,42.5
29090,Eric Elsey,M,Raw,21.0,66.95,140.61,140.61,70.31
8411,Desean Prosser,M,Raw,42.5,78.6,113.4,165.6,113.4
21720,Eric Roa,M,Raw,23.0,80.25,150,170.0,112.5
17172,Kara King,F,Raw,45.5,49.8,110,147.5,62.5
904,Trevor Marquardt,M,Raw,16.5,149.6,225,190.0,117.5
42,Michael Schrems,M,Raw,30.5,115.34,272.5,297.5,205.0
9069,Jessica Liubicich,F,Wraps,28.0,93.1,167.5,187.5,107.5
5401,Sheryl Condon,F,Raw,39.5,67.8,125,167.5,65.0
25978,Phillip Lau,M,Raw,30.0,95.8,127.5,145.0,87.5
9501,Collin Curtiss,M,Raw,23.0,113.4,247.5,285.0,190.0
25079,Luis Vasquez,M,Wraps,34.0,99.21,305,300.0,197.5
28071,Tara Coleman,F,Raw,21.5,66.6,120,140.0,57.5
10600,Collin Cortez,M,Raw,28.0,97.61,202.5,240.0,137.5
17156,Albert Adams,M,Wraps,19.0,108.9,327.5,305.0,200.0
4001,Nicholas O'Brien,M,Raw,30.0,82.1,120,162.5,70.0
15913,Jason Trudell,M,Wraps,30.0,98.0,290,300.0,185.0
13303,Cody Garner,M,Raw,24.0,78.7,182.5,227.5,127.5
2221,Adee Zukier,F,Wraps,24.0,67.5,124.74,147.42,68.04
3648,Ivelina Kirilova,F,Raw,35.5,46.33,110,140.0,70.0
10530,Arief Hunter,M,Raw,22.5,92.2,250,282.5,160.0
497,Damiyah Smith,F,Raw,10.0,34.56,60,75.0,30.0
22139,Hui-Chun Wu,F,Single-ply,22.5,56.08,160,175.0,110.0
2494,William Sandoval,M,Raw,24.5,92.12,220,262.5,140.0
6282,Ielja Strik,F,Single-ply,34.5,88.32,260,230.0,165.0
6463,Joshua Mack,M,Raw,18.5,72.5,157.5,177.5,87.5
9707,Jesica Swisher,F,Raw,32.5,56.6,105,137.5,55.0
22158,Brandon Johnson,M,Single-ply,16.5,71.45,207.5,187.5,80.0
17957,Sri Hartati,F,Single-ply,25.5,51.44,205,185.0,120.0
16059,Suzie Maude,F,Wraps,42.0,101.3,220,182.5,95.0
28065,Brandon Kibler,M,Wraps,23.0,106.4,315,327.5,182.5
29218,Morgan Hefley,F,Single-ply,20.0,59.99,85,137.5,57.5
13674,Bret Simmons,M,Single-ply,20.0,81.83,137.5,100.0,80.0
17463,Calvin Rowen,M,Wraps,20.0,77.4,117.5,167.5,75.0
25912,Jabez Burford,M,Wraps,26.0,130.0,410,352.5,200.0
22411,Ethan Irons,M,Raw,20.5,89.5,192.5,185.0,117.5
89,Philip Maranto,M,Wraps,,117.25,332.5,305.0,205.0
6675,Kermo Parn,M,Raw,17.5,64.45,142.5,170.0,92.5
23868,Nicole Kumerich,F,Raw,39.0,60.26,115,127.5,60.0
29250,Erica Beuno,F,Single-ply,35.5,62.3,192.5,182.5,158.0
19415,Michael Haran,M,Raw,34.5,72.6,227.5,240.0,140.0
27473,Jason Hill,M,Wraps,43.0,99.2,255,275.0,167.5
25234,Rudiger Hopp,M,Raw,,101.9,195,225.0,110.0
28819,Nadezhda Sindikas,F,Single-ply,30.5,82.6,225,202.5,150.0
27415,Megan Reed,F,Raw,23.5,70.55,155,167.5,85.0
29616,Caprice Flores,F,Raw,35.0,74.0,132.5,157.5,62.5
842,Jacob Moore,M,Wraps,25.0,97.89,272.16,272.16,163.29
12348,Zachary Dupuis,M,Wraps,26.0,81.6,200,230.0,120.0
16563,Nicholas Langone,M,Raw,28.5,82.6,142.5,210.0,107.5
14805,Ryan Preston,M,Raw,41.5,91.8,190,227.5,132.5
18256,James Yourkoski,M,Raw,39.0,98.1,275,340.0,187.5
15441,Jonathan Weeks,M,Single-ply,51.0,124.3,300,262.5,165.0
3793,Ana Castellain,F,Raw,31.5,69.62,196,205.0,130.0
8906,Scott Hyde,M,Raw,32.0,112.1,217.5,262.5,137.5
180,Lesley Bowen,F,Wraps,25.0,67.22,106.59,102.06,40.82
6861,Jim Kerns,M,Raw,32.0,89.9,215,215.0,150.0
22492,Newton Cheng,M,Raw,37.0,59.6,172.5,207.5,105.0
12603,Mark Amoroso,M,Multi-ply,22.5,89.92,294.84,244.94,235.87
12083,Derrick Hill,M,Wraps,47.0,134.54,235,255.0,50.0
27462,Daniel Pires,M,Single-ply,43.5,91.36,240,240.0,210.0
2876,Brandon Ramsey,M,Raw,23.0,82.2,207.5,227.5,132.5
13371,Monica Ocejo,F,Raw,32.0,59.7,97.5,115.0,57.5
23395,Kane Dalby,M,Wraps,19.0,107.7,230,227.5,130.0
5044,Marilu Solares,F,Raw,21.5,46.24,105,122.5,60.0
14355,Casey Coleman,M,Raw,,105.0,217.5,240.0,150.0
15021,Justin Caputo,M,Wraps,37.0,74.5,272.5,265.0,122.5
16758,Kaileigh Nickel,F,Single-ply,16.5,63.9,97.5,115.0,42.5
15538,Amanda Nguyen,F,Raw,24.0,57.4,97.5,140.0,37.5
15067,Katie Lin,F,Raw,25.0,60.2,115,130.0,55.0
5511,Felicia Hyde,F,Raw,42.0,76.2,87.5,142.5,52.5
17466,Lentz Nielsen Nicki,M,Single-ply,24.5,91.7,355,290.0,225.0
11392,Heather Ayles,F,Raw,44.5,56.66,115,140.0,60.0
19011,Elena Evtushenko,F,Wraps,30.0,64.7,90,95.0,57.5
27942,Christina Ngo,F,Raw,22.0,46.0,90,125.0,42.5
13278,Richard Manjarrez,M,Raw,23.0,97.9,192.5,215.0,147.5
28455,Thomas Gonzalez,M,Raw,23.5,72.8,182.5,202.5,130.0
21475,Brendan McWalters,M,Raw,24.0,88.36,-190,250.0,140.0
16653,Henry Silva,M,Raw,29.0,64.64,167.5,205.0,122.5
992,Pierre-Philip Martin,M,Raw,30.0,94.35,180,240.0,100.0
1940,Mike Shea,M,Raw,32.5,97.2,197.5,220.0,117.5
15816,Graeme Parnell,M,Raw,45.5,88.6,150,192.5,112.5
20832,Zach Kimble,M,Raw,22.0,97.8,240,285.0,140.0
26086,Krystal Schankowitz,F,Raw,33.0,63.9,120,140.0,60.0
3904,Jesus Concevida,M,Raw,18.0,81.8,165,202.5,107.5
2722,Ernie Lilliebridge Jr,M,Wraps,27.0,100.0,325,330.0,192.5
1681,Chaz Maclay,M,Raw,18.0,98.7,220,272.5,152.5
21874,Saulius Skikas,M,Raw,27.5,115.0,260,277.5,197.5
27610,Daniel Polhemus,M,Raw,38.0,74.62,142.5,215.0,120.0
2697,Thomas Duong,M,Raw,22.5,73.95,210,207.5,130.0
4706,Kendra Bryant,F,Raw,30.5,77.3,120,140.0,60.0
3395,Maz Smith,F,Raw,34.5,61.15,82.5,117.5,50.0
27657,Amanda Kohatsu,F,Raw,31.0,66.8,150,165.0,75.0
26821,Frank Zou,M,Raw,19.5,65.9,217.5,240.0,140.0
26423,Jen Arnold,F,Wraps,42.0,114.7,130,137.5,62.5
17426,Leon Brown,M,Raw,49.5,102.79,272.5,250.0,215.0
12982,Tera Kinnane,F,Wraps,38.0,86.8,125,142.5,62.5
3928,Quentin Jacob,M,Wraps,19.0,87.6,215,225.0,120.0
8704,Mark Hurling,M,Raw,65.0,119.3,145,170.0,100.0
5144,Dustin Bakenhaster,M,Multi-ply,37.0,92.99,226.8,201.85,158.76
29510,David Colvin,M,Raw,50.0,80.2,137.5,160.0,87.5
24643,Christopher Broussard,M,Single-ply,20.5,91.7,275,260.0,172.5
7003,Jacob Cox,M,Raw,15.0,56.9,90,112.5,52.5
25744,Julian Vidal,M,Raw,24.0,154.99,142.5,227.5,135.0
2291,Vladana Radonjić,F,Wraps,16.0,82.3,150,120.0,50.0
9123,Brennan Riche,M,Raw,25.5,97.3,237.5,260.0,147.5
14347,Kevin Welch,M,Raw,36.0,80.4,147.5,175.0,90.0
3158,Nikolai Slettnes,M,Single-ply,22.5,90.14,332.5,280.0,245.0
16619,Matthew Sutton,M,Raw,19.0,72.6,100,115.0,62.5
3245,Laurel Howell,F,Raw,38.0,73.03,102.06,122.47,54.43
28340,Tyler Reasinger,M,Raw,23.0,121.47,257.5,317.5,142.5
20705,Dennis Vichidvongsa,M,Raw,26.5,129.65,290,280.0,160.0
21717,Chad Schroeder,M,Raw,31.5,101.2,272.2,317.5,186.0
24549,Cody Lefever,M,Raw,26.0,66.41,170,215.0,120.0
28899,Eleica Southern,F,Wraps,15.0,65.86,107.5,150.0,55.0
26542,Darren Robuck,M,Wraps,47.0,107.86,240,237.5,160.0
27372,James Geary,M,Single-ply,21.5,130.7,182.5,210.0,125.0
27431,Vincent Brown,M,Wraps,32.0,92.12,237.5,150.0,147.5
19078,Janusz Kania,M,Raw,19.5,90.1,202.5,235.0,132.5
27204,Adam Maihofer,M,Single-ply,,72.94,145,165.0,97.5
7008,Karee Smith,F,Raw,33.5,59.5,87.5,115.0,60.0
14351,Dariusz Wszola,M,Single-ply,36.5,58.62,255,217.5,177.5
26757,Martarnol Colobong,M,Raw,19.0,78.02,157.5,207.5,112.5
5239,Leslie Roberts,F,Raw,27.0,62.4,77.5,122.5,55.0
1780,Alexis Wiley,F,Single-ply,19.5,54.2,130,122.5,70.0
8626,Jonathan Ferber,M,Raw,26.5,99.4,175,210.0,110.0
6031,Leah Hendrickson,F,Raw,19.0,67.5,104.33,122.47,65.77
4174,Logan Whitfill,F,Wraps,20.0,59.1,125,125.0,62.5
28597,Shelly Yates,F,Wraps,,88.4,152.5,157.5,72.5
435,Yuriy Zakharov,M,Wraps,43.0,125.2,270,250.0,190.0
1444,Andrew Anctil,M,Wraps,27.0,69.2,235,257.5,145.0
23111,Matthew Steele,M,Raw,25.0,122.02,245,292.5,155.0
16064,Jamie Shaw,F,Wraps,28.0,79.74,152.5,162.5,72.5
12740,Christopher Adgett,M,Wraps,28.0,86.73,205,242.5,160.0
15489,Joe Sullivan,M,Wraps,23.0,99.2,392.5,340.0,230.0
15906,Carrie Manhart,F,Wraps,54.0,87.09,92.5,125.0,55.0
12660,Ihab Alrahhas,M,Raw,28.0,138.98,210,255.0,125.0
17795,Michael Corradini,M,Wraps,18.0,119.5,200,230.0,145.0
21915,Alexander McCann,M,Wraps,19.0,79.02,179.17,210.92,124.74
1474,Julia Wood,F,Single-ply,24.5,68.45,95,102.5,90.0
10611,Doug Leonard,M,Wraps,18.0,80.97,230,247.5,142.5
14420,Jessica Frink,F,Raw,28.5,58.5,97.5,107.5,47.5
13583,John Olaes,M,Raw,44.5,80.5,125,160.0,115.0
11625,Kiet Vo,M,Raw,22.5,80.3,197.5,237.5,115.0
24573,Peter Warman,M,Raw,21.5,90.9,170,227.5,115.0
6098,Birgit Fischer,F,Single-ply,36.5,59.3,170,197.5,85.0
16165,Donneal Hyde,M,Raw,20.0,89.2,237.5,282.5,140.0
24511,Tatum Susberry,M,Wraps,30.0,135.6,255,257.5,195.0
18871,Matthew Perini,M,Raw,22.5,106.1,195,257.5,115.0
29737,Melissa Gustaffson,F,Wraps,32.0,106.5,160,160.0,87.5
26582,Gina Gardali,F,Raw,34.0,75.8,110,120.0,62.5
2817,Rosie Espinoza,F,Raw,30.0,51.7,110,130.0,57.5
20889,Aleksey Zinurov,M,Wraps,28.0,96.4,280,285.0,200.0
13663,Michelle Harris,F,Raw,37.0,74.0,135,170.0,75.0
16463,Chrisean Cobarrubia,M,Raw,19.0,82.4,145,175.0,102.5
6279,Isaac Winkler,M,Multi-ply,23.0,98.61,437.72,272.16,272.16
