Age,BodyweightKg,BestSquatKg,BestDeadliftKg,BestBenchKg,RelativeSquatStrength,RelativeDeadliftStrength,Equipment_Index,Equipment_Raw,Equipment_Single-ply,Equipment_Wraps,Sex_M,AgeCategory
31.5,76.1,105.0,132.5,52.5,1.3797634691195797,1.7411300919842314,1,True,False,False,False,Open
37.0,81.6,115.0,172.5,80.0,1.4093137254901962,2.1139705882352944,1,True,False,False,False,Open
17.5,62.5,130.0,137.5,88.0,2.08,2.2,1,True,False,False,False,Sub-Junior
20.0,88.6,105.0,117.5,55.0,1.1851015801354403,1.3261851015801356,2,False,False,True,False,Junior
19.0,67.2,212.5,190.0,112.5,3.162202380952381,2.827380952380952,2,False,False,True,False,Junior
29.0,120.97,295.0,335.0,192.5,2.438621145738613,2.769281640076052,1,True,False,False,True,Open
41.0,107.0,295.0,265.0,187.5,2.7570093457943927,2.4766355140186915,2,False,False,True,True,Masters 1
31.5,76.3,155.0,215.0,90.0,2.031454783748362,2.817824377457405,1,True,False,False,True,Open
40.0,65.2,115.0,137.5,62.5,1.7638036809815951,2.1088957055214723,1,True,False,False,False,Masters 1
30.5,101.1,135.0,182.5,75.0,1.3353115727002969,1.805143422354105,1,True,False,False,False,Open
26.0,51.7,102.5,100.0,52.5,1.9825918762088974,1.9342359767891681,1,True,False,False,False,Open
21.5,86.9,210.0,230.0,127.5,2.4165707710011506,2.646720368239355,1,True,False,False,True,Junior
22.0,87.4,222.5,260.0,130.0,2.545766590389016,2.974828375286041,1,True,False,False,True,Junior
25.0,73.14,114.99,172.48,92.42,1.5721903199343723,2.358217117856166,3,False,True,False,True,Open
24.0,85.9,227.5,255.0,155.0,2.648428405122235,2.968568102444703,2,False,False,True,True,Open
20.0,88.8,220.0,245.0,142.5,2.4774774774774775,2.759009009009009,1,True,False,False,True,Junior
23.0,95.44,205.0,272.5,142.5,2.1479463537300925,2.8551969823973176,1,True,False,False,True,Open
26.0,98.5,182.5,195.0,130.0,1.8527918781725887,1.9796954314720812,1,True,False,False,True,Open
19.0,147.05,295.02,272.52,227.52,2.006256375382523,1.8532471948316895,2,False,False,True,True,Junior
22.0,67.22,149.69,204.12,108.86,2.2268670038678966,3.0365962511157396,2,False,False,True,True,Junior
32.0,96.52,130.0,142.5,75.0,1.3468711147948613,1.4763779527559056,1,True,False,False,False,Open
31.0,74.57,167.83,231.33,122.47,2.250636985382862,3.10218586562961,2,False,False,True,True,Open
35.0,78.02,165.56,206.38,111.13,2.1220199948731095,2.645219174570623,2,False,False,True,True,Open
50.5,46.3,77.5,105.0,50.0,1.6738660907127432,2.267818574514039,1,True,False,False,False,Masters 2
54.5,120.1,230.0,245.0,167.5,1.9150707743547044,2.0399666944213157,1,True,False,False,True,Masters 2
39.0,82.9,135.0,177.5,65.0,1.6284680337756332,2.1411338962605546,1,True,False,False,False,Masters 1
31.0,89.3,247.5,297.5,167.5,2.7715565509518476,3.3314669652855544,2,False,False,True,True,Open
42.0,97.5,260.0,272.5,165.0,2.6666666666666665,2.7948717948717947,1,True,False,False,True,Masters 1
15.5,59.8,167.5,145.0,115.5,2.8010033444816056,2.4247491638795986,3,False,True,False,False,Sub-Junior
27.5,92.85,230.0,272.5,127.5,2.4771136241249327,2.934841141626279,1,True,False,False,True,Open
24.0,79.5,152.5,217.5,105.0,1.9182389937106918,2.7358490566037736,1,True,False,False,True,Open
57.0,133.81,182.5,215.0,135.0,1.3638741499140572,1.6067558478439579,2,False,False,True,True,Masters 2
24.5,59.9,112.5,150.0,55.0,1.8781302170283807,2.5041736227045077,1,True,False,False,False,Open
36.0,127.5,192.5,210.0,190.0,1.5098039215686274,1.6470588235294117,1,True,False,False,True,Open
33.5,55.97,117.5,135.0,70.0,2.0993389315704842,2.412006432017152,1,True,False,False,False,Open
63.0,97.07,165.0,190.0,117.5,1.6998042649634286,1.9573503657154632,1,True,False,False,True,Masters 3
16.5,93.0,125.0,122.5,60.0,1.3440860215053763,1.3172043010752688,1,True,False,False,False,Sub-Junior
18.5,92.1,285.0,287.5,172.5,3.0944625407166124,3.1216069489685125,3,False,True,False,True,Junior
28.0,74.5,117.5,165.0,67.5,1.5771812080536913,2.214765100671141,1,True,False,False,False,Open
21.5,87.3,182.5,242.5,125.0,2.0904925544100803,2.7777777777777777,1,True,False,False,True,Junior
31.5,57.85,85.0,160.0,97.5,1.4693171996542782,2.765773552290406,1,True,False,False,True,Open
27.0,96.5,245.0,230.0,175.0,2.538860103626943,2.383419689119171,2,False,False,True,True,Open
52.5,49.9,90.0,155.5,57.5,1.8036072144288577,3.1162324649298596,1,True,False,False,False,Masters 2
25.5,104.35,250.0,290.0,160.0,2.3957834211787254,2.7791087685673217,1,True,False,False,True,Open
19.0,88.6,197.5,240.0,120.0,2.229119638826185,2.708803611738149,1,True,False,False,True,Junior
40.0,85.8,107.5,122.5,45.0,1.252913752913753,1.4277389277389279,2,False,False,True,False,Masters 1
20.5,73.9,210.0,250.0,125.0,2.8416779431664407,3.3829499323410013,3,False,True,False,True,Junior
20.5,133.71,297.5,322.5,187.5,2.224964475357116,2.4119362800089745,1,True,False,False,True,Junior
21.0,66.3,152.5,220.0,100.0,2.3001508295625945,3.3182503770739067,2,False,False,True,True,Junior
31.5,58.76,172.5,222.5,110.0,2.9356705241660994,3.7865895166780126,1,True,False,False,True,Open
44.5,62.85,137.5,145.0,82.5,2.1877486077963404,2.307080350039777,1,True,False,False,False,Masters 1
24.5,55.0,90.0,132.5,47.5,1.6363636363636365,2.409090909090909,1,True,False,False,False,Open
38.0,52.0,112.5,105.0,62.5,2.1634615384615383,2.019230769230769,2,False,False,True,False,Masters 1
31.5,110.95,395.0,375.0,235.0,3.5601622352410995,3.3799008562415502,3,False,True,False,True,Open
18.5,81.72,230.0,275.0,120.0,2.8144884973078805,3.3651492902594224,1,True,False,False,True,Junior
16.5,55.9,117.5,137.5,67.5,2.1019677996422184,2.459749552772809,3,False,True,False,True,Sub-Junior
15.5,57.9,77.5,100.0,35.0,1.3385146804835923,1.7271157167530224,1,True,False,False,False,Sub-Junior
33.5,59.25,280.0,235.0,177.5,4.725738396624473,3.9662447257383966,3,False,True,False,True,Open
22.0,90.0,233.6,254.01,170.1,2.5955555555555554,2.8223333333333334,2,False,False,True,True,Junior
31.0,72.4,175.0,220.0,122.5,2.417127071823204,3.038674033149171,1,True,False,False,True,Open
22.0,66.4,167.5,190.0,100.0,2.5225903614457827,2.8614457831325297,2,False,False,True,True,Junior
31.0,95.5,200.0,280.0,182.5,2.094240837696335,2.931937172774869,1,True,False,False,True,Open
22.0,55.8,102.5,142.5,77.5,1.8369175627240144,2.553763440860215,2,False,False,True,False,Junior
22.0,74.0,200.0,215.0,142.5,2.7027027027027026,2.9054054054054053,3,False,True,False,True,Junior
29.0,81.5,185.0,215.0,145.0,2.2699386503067487,2.638036809815951,1,True,False,False,True,Open
18.0,59.8,105.0,142.5,72.5,1.7558528428093647,2.3829431438127093,1,True,False,False,True,Junior
23.0,65.23,167.5,160.0,120.0,2.567836884868925,2.452859113904645,1,True,False,False,True,Open
20.5,101.5,207.5,255.0,132.5,2.044334975369458,2.5123152709359604,1,True,False,False,True,Junior
30.0,74.8,177.5,195.0,95.0,2.372994652406417,2.606951871657754,1,True,False,False,False,Open
30.0,96.8,255.0,295.0,130.0,2.634297520661157,3.0475206611570247,2,False,False,True,True,Open
18.5,50.16,77.5,100.0,40.0,1.545055821371611,1.9936204146730463,1,True,False,False,False,Junior
14.0,64.8,110.0,137.5,62.5,1.6975308641975309,2.121913580246914,2,False,False,True,True,Sub-Junior
21.5,55.3,82.5,110.0,37.5,1.491862567811935,1.9891500904159134,1,True,False,False,False,Junior
27.0,100.0,237.5,242.5,182.5,2.375,2.425,2,False,False,True,True,Open
14.5,42.76,85.0,110.0,50.0,1.9878391019644528,2.5724976613657624,1,True,False,False,False,Sub-Junior
16.5,50.85,97.5,113.4,45.4,1.9174041297935103,2.230088495575221,3,False,True,False,False,Sub-Junior
17.0,100.0,142.88,183.7,111.13,1.4287999999999998,1.837,1,True,False,False,True,Sub-Junior
14.5,88.8,115.0,117.5,65.0,1.295045045045045,1.3231981981981982,3,False,True,False,False,Sub-Junior
58.0,80.8,137.5,165.0,75.0,1.7017326732673268,2.0420792079207923,1,True,False,False,True,Masters 2
30.5,136.3,190.0,240.0,162.5,1.3939838591342626,1.7608217168011737,1,True,False,False,True,Open
17.0,134.1,195.0,222.5,125.0,1.45413870246085,1.6592095451155855,1,True,False,False,True,Sub-Junior
21.5,69.2,112.5,127.5,62.5,1.625722543352601,1.842485549132948,1,True,False,False,False,Junior
35.5,160.8,370.0,290.0,352.5,2.300995024875622,1.8034825870646765,3,False,True,False,True,Open
36.5,101.8,197.5,220.0,160.0,1.9400785854616895,2.1611001964636545,1,True,False,False,True,Open
15.0,88.3,155.0,187.5,90.0,1.7553793884484712,2.1234428086070216,1,True,False,False,True,Sub-Junior
20.0,86.2,175.0,202.5,97.5,2.0301624129930396,2.3491879350348026,2,False,False,True,True,Junior
24.0,108.5,250.0,240.0,190.0,2.304147465437788,2.2119815668202767,2,False,False,True,True,Open
24.5,63.3,130.0,140.0,82.5,2.0537124802527646,2.211690363349131,1,True,False,False,False,Open
29.0,102.6,302.5,300.0,202.5,2.9483430799220276,2.9239766081871346,2,False,False,True,True,Open
19.5,102.9,220.0,272.5,132.5,2.137998056365403,2.648202137998056,1,True,False,False,True,Junior
26.0,63.8,95.0,107.5,47.5,1.4890282131661443,1.6849529780564263,1,True,False,False,False,Open
22.5,119.34,285.0,285.0,167.5,2.3881347410759175,2.3881347410759175,1,True,False,False,True,Junior
16.0,67.0,127.5,115.0,70.0,1.9029850746268657,1.7164179104477613,2,False,False,True,False,Sub-Junior
42.5,71.86,225.0,248.0,145.0,3.131088227108266,3.451155023657111,3,False,True,False,False,Masters 1
54.0,47.99,80.0,122.5,46.0,1.6670139612419252,2.552615128151698,1,True,False,False,False,Masters 2
31.5,89.7,117.5,137.5,55.0,1.309921962095875,1.5328874024526198,1,True,False,False,False,Open
36.0,120.0,225.0,240.0,125.0,1.875,2.0,1,True,False,False,True,Open
36.5,71.9,110.0,137.5,60.0,1.5299026425591098,1.9123783031988872,1,True,False,False,False,Open
59.5,54.52,110.0,150.5,55.0,2.0176082171680116,2.7604548789435066,1,True,False,False,False,Masters 3
43.0,113.5,142.5,137.5,90.0,1.2555066079295154,1.2114537444933922,2,False,False,True,False,Masters 1
43.5,70.8,180.0,182.5,105.0,2.542372881355932,2.5776836158192094,3,False,True,False,False,Masters 1
29.0,76.4,207.5,210.0,105.0,2.7159685863874343,2.7486910994764395,2,False,False,True,False,Open
37.0,150.9,430.0,400.0,245.0,2.8495692511597084,2.6507620941020544,2,False,False,True,True,Open
21.0,54.8,92.5,112.5,47.5,1.6879562043795622,2.052919708029197,1,True,False,False,False,Junior
32.0,70.03,113.4,129.27,49.9,1.6193060117092675,1.845923175781808,4,False,False,False,False,Open
38.0,98.4,260.0,250.0,222.5,2.6422764227642275,2.540650406504065,1,True,False,False,True,Masters 1
16.0,110.0,155.0,205.0,105.0,1.4090909090909092,1.8636363636363635,1,True,False,False,True,Sub-Junior
39.0,74.6,117.5,127.5,62.5,1.5750670241286864,1.7091152815013406,1,True,False,False,False,Masters 1
26.0,89.5,255.0,272.5,171.0,2.8491620111731844,3.0446927374301676,2,False,False,True,True,Open
32.5,90.6,170.0,205.0,122.5,1.8763796909492274,2.262693156732892,1,True,False,False,True,Open
14.5,67.7,105.0,135.0,50.0,1.5509601181683899,1.9940915805022155,1,True,False,False,False,Sub-Junior
22.0,80.15,150.0,165.0,85.0,1.8714909544603866,2.0586400499064252,2,False,False,True,False,Junior
36.0,59.1,117.5,157.5,75.0,1.988155668358714,2.66497461928934,2,False,False,True,False,Open
49.5,81.5,125.0,145.0,55.0,1.5337423312883436,1.7791411042944785,1,True,False,False,False,Masters 2
30.5,102.9,115.0,122.5,70.0,1.1175898931000972,1.1904761904761905,1,True,False,False,False,Open
22.0,80.5,147.5,227.5,100.0,1.8322981366459627,2.8260869565217392,1,True,False,False,True,Junior
53.5,91.9,280.0,282.5,190.0,3.046789989118607,3.0739934711643087,3,False,True,False,True,Masters 2
30.0,135.62,282.5,255.0,252.5,2.0830261023447867,1.8802536499041438,3,False,True,False,True,Open
28.0,111.67,160.0,175.0,90.0,1.4327930509537028,1.5671173994806125,2,False,False,True,True,Open
19.5,66.8,290.0,280.0,195.0,4.341317365269461,4.1916167664670665,3,False,True,False,True,Junior
18.0,107.2,245.0,230.0,185.0,2.2854477611940296,2.1455223880597014,2,False,False,True,True,Junior
23.0,97.4,212.5,275.0,142.5,2.181724845995893,2.8234086242299794,1,True,False,False,True,Open
25.5,77.0,137.5,177.5,85.0,1.7857142857142858,2.3051948051948052,1,True,False,False,False,Open
29.0,80.3,195.0,220.0,125.0,2.428393524283935,2.7397260273972606,2,False,False,True,True,Open
17.0,90.08,120.0,150.0,102.5,1.3321492007104796,1.6651865008880995,2,False,False,True,True,Sub-Junior
38.5,152.65,230.0,232.5,140.0,1.5067147068457254,1.5230920406157877,1,True,False,False,True,Masters 1
27.0,118.2,310.0,305.0,182.5,2.6226734348561758,2.5803722504230118,2,False,False,True,True,Open
19.5,100.7,240.0,225.0,160.0,2.3833167825223436,2.234359483614697,1,True,False,False,True,Junior
56.0,86.9,150.0,162.5,97.5,1.726121979286536,1.8699654775604142,1,True,False,False,True,Masters 2
75.0,112.3,185.0,182.5,142.5,1.647373107747106,1.6251113089937668,3,False,True,False,True,Masters 4
28.0,74.93,322.5,250.0,185.0,4.304017082610436,3.3364473508608032,4,False,False,False,True,Open
28.5,118.35,217.5,245.0,120.0,1.837769328263625,2.0701309674693706,1,True,False,False,True,Open
42.0,79.92,142.5,190.0,105.0,1.783033033033033,2.3773773773773774,3,False,True,False,True,Masters 1
19.0,54.8,105.0,130.0,55.0,1.916058394160584,2.372262773722628,2,False,False,True,False,Junior
19.5,61.25,120.0,127.5,70.0,1.9591836734693877,2.0816326530612246,1,True,False,False,False,Junior
22.5,119.8,257.5,285.0,167.5,2.149415692821369,2.3789649415692824,1,True,False,False,True,Junior
21.5,65.7,105.0,175.0,80.0,1.5981735159817352,2.663622526636225,1,True,False,False,True,Junior
59.5,109.1,300.0,280.0,160.0,2.7497708524289646,2.566452795600367,1,True,False,False,True,Masters 3
23.5,59.6,115.0,117.5,65.0,1.929530201342282,1.971476510067114,3,False,True,False,False,Open
22.0,59.28,97.5,127.5,62.5,1.644736842105263,2.1508097165991904,2,False,False,True,False,Junior
24.0,88.1,100.0,127.5,50.0,1.1350737797956867,1.4472190692395006,1,True,False,False,False,Open
21.0,81.74,182.5,212.5,137.5,2.2326890139466604,2.599706386102276,2,False,False,True,True,Junior
31.5,91.69,210.0,230.0,172.5,2.290326098811212,2.508452393936089,1,True,False,False,True,Open
17.5,71.19,168.5,200.5,107.5,2.366905464250597,2.8164067987076837,1,True,False,False,False,Sub-Junior
20.0,123.8,27.5,287.5,162.5,0.22213247172859452,2.3222940226171245,1,True,False,False,True,Junior
26.0,98.7,250.0,245.0,150.0,2.532928064842958,2.482269503546099,2,False,False,True,True,Open
28.0,89.6,225.0,300.0,152.5,2.5111607142857144,3.348214285714286,2,False,False,True,True,Open
25.0,78.11,220.0,240.0,142.5,2.816540775828959,3.0725899372679555,1,True,False,False,True,Open
28.5,61.12,122.5,152.5,62.5,2.004253926701571,2.4950916230366493,1,True,False,False,False,Open
27.0,94.62,285.0,305.0,172.5,3.012048192771084,3.2234199957725638,2,False,False,True,True,Open
15.0,57.9,80.0,107.5,47.5,1.381692573402418,1.8566493955094991,1,True,False,False,False,Sub-Junior
21.5,91.44,230.0,275.0,137.5,2.515310586176728,3.0074365704286965,1,True,False,False,True,Junior
38.0,79.6,115.0,127.5,50.0,1.4447236180904524,1.6017587939698494,1,True,False,False,False,Masters 1
31.0,95.4,205.0,272.5,152.5,2.148846960167715,2.8563941299790354,1,True,False,False,True,Open
25.5,91.1,197.5,217.5,117.5,2.16794731064764,2.3874862788144897,1,True,False,False,True,Open
67.0,105.32,210.0,210.0,160.0,1.993923281428029,1.993923281428029,3,False,True,False,True,Masters 3
42.5,110.5,175.0,170.0,122.5,1.583710407239819,1.5384615384615385,1,True,False,False,False,Masters 1
24.0,82.4,177.5,187.5,112.5,2.154126213592233,2.2754854368932036,2,False,False,True,True,Open
26.5,56.1,127.5,150.0,67.5,2.2727272727272725,2.6737967914438503,1,True,False,False,False,Open
35.0,74.0,137.5,157.5,70.0,1.8581081081081081,2.1283783783783785,1,True,False,False,False,Open
15.0,90.0,142.88,183.7,131.54,1.5875555555555556,2.041111111111111,1,True,False,False,True,Sub-Junior
21.0,74.5,157.5,167.5,85.0,2.1140939597315436,2.248322147651007,2,False,False,True,False,Junior
61.0,130.2,92.5,152.5,80.0,0.7104454685099847,1.1712749615975424,1,True,False,False,True,Masters 3
42.0,58.97,136.08,158.76,92.99,2.3076140410378163,2.692216381210785,2,False,False,True,False,Masters 1
21.5,70.95,142.5,150.0,80.0,2.0084566596194504,2.1141649048625792,1,True,False,False,False,Junior
40.0,133.9,322.5,277.5,205.0,2.4085138162808066,2.0724421209858104,2,False,False,True,True,Masters 1
23.0,73.39,151.95,192.78,127.01,2.0704455647908433,2.626788390788936,2,False,False,True,True,Open
28.5,108.3,62.5,112.5,65.0,0.577100646352724,1.0387811634349031,1,True,False,False,False,Open
26.5,119.0,255.0,275.0,195.0,2.142857142857143,2.310924369747899,1,True,False,False,True,Open
25.0,59.7,135.0,142.5,65.0,2.2613065326633164,2.386934673366834,1,True,False,False,False,Open
19.5,92.2,172.5,230.0,105.0,1.870932754880694,2.4945770065075923,1,True,False,False,True,Junior
22.5,80.6,145.0,182.5,77.5,1.7990074441687347,2.264267990074442,1,True,False,False,False,Junior
33.0,120.38,477.5,350.0,317.5,3.9666057484632,2.9074597109154348,4,False,False,False,True,Open
46.5,92.54,205.0,262.5,60.0,2.215258266695483,2.83661119515885,1,True,False,False,True,Masters 1
22.0,80.4,260.0,242.5,170.0,3.233830845771144,3.0161691542288556,2,False,False,True,True,Junior
20.0,59.6,165.0,190.0,120.0,2.7684563758389262,3.187919463087248,1,True,False,False,True,Junior
28.0,98.93,265.0,297.5,195.0,2.67866167997574,3.007176791670878,1,True,False,False,True,Open
34.0,86.7,155.0,185.0,92.5,1.7877739331026528,2.1337946943483277,1,True,False,False,True,Open
32.5,64.7,120.0,145.0,70.0,1.8547140649149922,2.2411128284389488,1,True,False,False,False,Open
18.0,63.28,107.5,140.0,90.0,1.6987989886219974,2.2123893805309733,1,True,False,False,True,Junior
58.0,122.79,257.5,292.5,117.5,2.0970763091456956,2.3821158074761786,2,False,False,True,True,Masters 2
23.0,150.6,240.0,265.0,160.0,1.5936254980079683,1.7596281540504648,1,True,False,False,True,Open
19.5,80.8,65.0,117.5,57.5,0.8044554455445545,1.4542079207920793,3,False,True,False,False,Junior
